1324	1669	2
1324	70	2
1579	1669	2
1324	447	2
1516	32	2
1042	867	2
1047	629	2
1324	1147	2
1043	386	2
1164	1343	2
1516	415	2
1325	1418	2
1516	522	2
1043	32	2
1579	1046	2
1579	1045	2
1042	351	2
1516	1418	2
1516	1419	2
1579	394	2
1042	659	2
1585	1446	2
1047	1343	2
1043	429	2
1325	265	2
1164	98	2
1435	629	2
1325	1669	2
1325	1176	2
1043	129	2
1435	351	2
1043	961	2
1585	952	2
1435	1419	2
1435	1418	2
1042	984	2
1164	659	2
1164	715	2
1579	32	2
1697	867	2
1435	792	2
1585	162	2
1579	1507	2
1579	1510	2
1585	867	2
1697	454	2
1042	70	2
1324	476	2
1579	389	2
1585	1345	2
1324	629	2
1579	162	2
1043	1507	2
1585	1343	2
1047	429	2
1047	70	2
1435	1446	2
1324	1691	2
1047	32	2
1585	1507	2
1585	1510	2
1325	389	2
1325	394	2
1516	1045	2
1516	1046	2
1043	1345	2
1585	984	2
1325	223	2
1435	659	2
1324	389	2
1043	351	2
1324	394	2
1585	386	2
1042	1669	2
1697	617	2
1516	98	2
1325	476	2
1697	86	2
1435	1176	2
1435	1345	2
1435	1343	2
1047	1669	2
1043	1445	2
1325	961	2
1325	162	2
1042	792	2
1435	386	2
1042	629	2
1324	454	2
1516	715	2
1516	659	2
1325	641	2
1042	389	2
1042	394	2
1516	447	2
1043	1147	2
1516	641	2
1164	162	2
1697	415	2
1579	1445	2
1579	1446	2
1047	792	2
1047	867	2
1164	129	2
1043	1418	2
1043	1419	2
1435	1045	2
1324	544	2
1435	1046	2
1579	86	2
1043	984	2
1585	1147	2
1325	447	2
1435	1150	2
1042	129	2
1042	162	2
1042	1691	2
1585	98	2
1047	1150	2
1579	223	2
1585	1045	2
1324	659	2
1585	1046	2
1579	415	2
1042	952	2
1047	952	2
1697	610	2
1047	1045	2
1047	1046	2
1585	715	2
1047	98	2
1579	544	2
1697	129	2
1435	763	2
1585	70	2
1164	415	2
1516	386	2
1585	447	2
1324	223	2
1585	1691	2
1435	429	2
1047	715	2
1324	351	2
1579	792	2
1043	792	2
1324	415	2
1325	610	2
1516	429	2
1516	70	2
1043	763	2
1435	265	2
1324	429	2
1043	617	2
1516	961	2
1697	715	2
1516	610	2
1042	715	2
1164	86	2
1435	641	2
1042	763	2
1324	1150	2
1435	952	2
1043	952	2
1516	1150	2
1325	763	2
1043	447	2
1435	961	2
1579	617	2
1579	454	2
1164	544	2
1697	447	2
1042	223	2
1042	98	2
1585	476	2
1579	867	2
1585	454	2
1324	641	2
1164	1445	2
1164	386	2
1579	265	2
1047	522	2
1579	1150	2
1325	544	2
1047	415	2
1047	386	2
1324	1176	2
1585	32	2
1516	351	2
1325	1147	2
1164	454	2
1516	763	2
1164	792	2
1579	1062	2
1697	70	2
1585	629	2
1047	265	2
1043	86	2
1697	641	2
1043	162	2
1435	522	2
1585	1669	2
1435	32	2
1047	984	2
1697	1445	2
1697	1446	2
1047	1691	2
1516	129	2
1043	476	2
1697	984	2
1697	763	2
1435	610	2
1579	659	2
1697	1669	2
1325	386	2
1324	1345	2
1579	1343	2
1325	1062	2
1579	1345	2
1324	1343	2
1047	617	2
1435	86	2
1697	1418	2
1325	629	2
1516	544	2
1164	867	2
1043	223	2
1585	544	2
1043	629	2
1516	984	2
1516	617	2
1164	265	2
1047	389	2
1435	617	2
1579	1419	2
1579	1418	2
1042	476	2
1164	1150	2
1516	1446	2
1516	1445	2
1325	1507	2
1325	32	2
1042	1150	2
1047	454	2
1324	763	2
1164	1345	2
1047	351	2
1164	1062	2
1324	1045	2
1325	86	2
1324	1046	2
1435	1669	2
1435	984	2
1697	544	2
1164	617	2
1047	1062	2
1579	1147	2
1579	641	2
1697	476	2
1042	961	2
1047	961	2
1585	129	2
1164	1046	2
1164	1045	2
1324	617	2
1325	129	2
1047	659	2
1047	86	2
1585	1150	2
1164	1147	2
1164	1669	2
1697	351	2
1516	792	2
1324	610	2
1585	351	2
1164	447	2
1435	1062	2
1164	1176	2
1585	415	2
1047	223	2
1697	952	2
1697	1046	2
1697	1045	2
1697	162	2
1585	1176	2
1043	867	2
1585	659	2
1435	129	2
1435	162	2
1324	1419	2
1697	1147	2
1435	867	2
1516	1343	2
1435	715	2
1516	1345	2
1324	961	2
1516	952	2
1047	1507	2
1047	1510	2
1516	1691	2
1579	952	2
1324	265	2
1042	1045	2
1047	1176	2
1042	1046	2
1697	1510	2
1043	1446	2
1697	1507	2
1047	1147	2
1042	1062	2
1697	1150	2
1516	1176	2
1164	641	2
1042	454	2
1325	1419	2
1435	476	2
1585	641	2
1042	429	2
1164	32	2
1579	129	2
1043	454	2
1042	1446	2
1516	1147	2
1579	447	2
1042	1147	2
1324	1507	2
1042	86	2
1579	610	2
1516	86	2
1164	1419	2
1164	1418	2
1042	32	2
1324	522	2
1164	394	2
1164	389	2
1324	32	2
1324	792	2
1047	394	2
1697	223	2
1325	1510	2
1325	1343	2
1697	386	2
1325	1345	2
1516	1062	2
1325	1150	2
1047	162	2
1042	1419	2
1042	1418	2
1042	522	2
1043	265	2
1579	763	2
1324	86	2
1043	1045	2
1579	351	2
1697	629	2
1043	98	2
1516	476	2
1697	32	2
1047	476	2
1043	544	2
1164	952	2
1042	1345	2
1435	447	2
1042	1343	2
1435	1147	2
1579	984	2
1047	763	2
1435	1445	2
1043	715	2
1325	715	2
1043	659	2
1043	394	2
1324	1510	2
1324	1418	2
1435	98	2
1047	641	2
1164	1446	2
1047	1345	2
1042	1176	2
1516	1669	2
1579	1691	2
1325	429	2
1043	641	2
1697	1691	2
1324	984	2
1043	415	2
1043	522	2
1585	763	2
1043	1343	2
1324	1446	2
1324	1445	2
1435	70	2
1042	265	2
1042	610	2
1047	447	2
1585	961	2
1042	447	2
1324	1062	2
1047	1445	2
1047	1446	2
1164	763	2
1579	476	2
1043	1691	2
1164	351	2
1164	223	2
1164	610	2
1042	415	2
1579	629	2
1697	1176	2
1324	129	2
1585	610	2
1324	162	2
1579	386	2
240	172	2
1579	522	2
1325	522	2
1324	867	2
1042	1445	2
1325	415	2
1164	984	2
1697	1062	2
1516	867	2
1697	1419	2
1585	429	2
1585	522	2
1043	1510	2
1164	1507	2
1697	961	2
1164	1510	2
1516	223	2
1585	617	2
1047	610	2
1585	389	2
1585	394	2
1043	70	2
1325	1445	2
1325	1446	2
1042	544	2
1043	1046	2
1516	162	2
1585	265	2
1435	1691	2
1697	98	2
1435	1507	2
1697	792	2
1435	1510	2
1043	1062	2
1043	610	2
1324	952	2
1435	454	2
1043	389	2
1579	961	2
1325	70	2
1325	952	2
1042	617	2
1585	1419	2
1516	454	2
1585	1418	2
1325	1045	2
1325	1046	2
1042	641	2
1325	98	2
1435	389	2
1435	394	2
1325	617	2
411	1080	3
97	47	3
411	637	3
886	1557	3
790	1329	3
411	634	3
1010	1338	3
1010	1340	3
1010	1342	3
411	631	3
97	1403	3
367	1419	3
403	417	3
1010	1138	3
367	1681	3
569	311	3
569	312	3
569	313	3
905	607	3
790	1330	3
905	608	3
790	1280	3
569	314	3
569	315	3
150	536	3
84	1029	3
569	448	3
790	1368	3
905	1061	3
569	447	3
569	1147	3
931	1655	3
931	744	3
150	1338	3
150	43	3
84	19	3
1010	583	3
367	447	3
790	1093	3
367	448	3
150	1562	3
150	269	3
150	47	3
150	1340	3
790	1095	3
790	1096	3
367	1340	3
790	1391	3
403	970	3
463	587	3
84	1428	3
619	684	3
150	1208	3
1030	5	3
905	665	3
905	668	3
905	667	3
569	951	3
150	803	3
97	539	3
790	1147	3
790	1272	3
242	983	3
367	908	3
790	1423	3
569	614	3
931	758	3
931	759	3
931	1598	3
150	1654	3
931	753	3
97	297	3
931	756	3
569	1558	3
950	471	3
84	756	3
1010	1029	3
569	1454	3
1030	344	3
23	619	3
97	369	3
1030	347	3
463	1330	3
463	1329	3
362	817	3
242	39	3
886	154	3
367	613	3
790	1048	3
1030	884	3
242	5	3
790	1052	3
242	348	3
411	924	3
242	353	3
242	694	3
97	1411	3
150	1180	3
97	29	3
291	1591	3
150	340	3
790	904	3
367	319	3
367	318	3
403	1506	3
931	1147	3
84	930	3
931	872	3
1010	740	3
1010	734	3
931	868	3
931	869	3
1010	737	3
84	169	3
569	306	3
905	1080	3
931	874	3
150	667	3
97	1237	3
97	1236	3
242	166	3
242	1091	3
242	165	3
905	914	3
242	159	3
1584	464	3
367	1078	3
411	1403	3
367	1080	3
150	71	3
150	73	3
790	825	3
150	67	3
367	256	3
242	676	3
367	948	3
367	949	3
150	1557	3
931	43	3
569	806	3
931	47	3
367	945	3
931	191	3
569	587	3
367	183	3
367	182	3
367	180	3
569	592	3
84	853	3
367	184	3
569	1591	3
84	849	3
931	194	3
931	193	3
1010	753	3
569	1326	3
931	952	3
84	249	3
1010	756	3
84	244	3
931	956	3
229	655	3
931	958	3
84	1226	3
1010	759	3
569	816	3
569	815	3
569	817	3
97	537	3
950	619	3
23	1030	3
242	862	3
23	1032	3
569	731	3
97	509	3
1032	1367	3
569	1078	3
150	1498	3
97	569	3
569	574	3
97	571	3
367	196	3
931	1468	3
411	835	3
905	387	3
905	386	3
84	1078	3
905	80	3
411	510	3
242	678	3
905	77	3
1584	86	3
367	1355	3
569	95	3
362	73	3
905	383	3
1584	92	3
905	84	3
84	810	3
790	866	3
411	866	3
790	1237	3
569	1226	3
84	35	3
23	396	3
1010	910	3
790	1206	3
1010	908	3
931	1702	3
1010	906	3
411	1612	3
84	808	3
1010	902	3
84	922	3
97	456	3
905	1206	3
242	797	3
150	1236	3
150	1237	3
905	1207	3
569	694	3
291	154	3
790	169	3
790	417	3
790	174	3
790	419	3
150	262	3
905	794	3
790	423	3
905	1110	3
905	797	3
84	958	3
84	1570	3
931	556	3
150	1514	3
1584	1396	3
411	412	3
886	1069	3
84	803	3
411	408	3
84	1269	3
84	431	3
84	430	3
569	884	3
367	534	3
931	1009	3
931	29	3
569	996	3
931	27	3
411	865	3
396	884	3
229	561	3
1010	532	3
411	963	3
1010	534	3
1010	536	3
97	685	3
1010	537	3
1010	1667	3
1010	539	3
1010	974	3
569	1237	3
97	684	3
790	539	3
411	1109	3
97	376	3
97	174	3
411	35	3
411	36	3
97	169	3
790	696	3
411	32	3
790	94	3
569	1201	3
790	92	3
790	91	3
790	694	3
150	1144	3
790	86	3
931	408	3
931	409	3
931	412	3
569	1539	3
931	411	3
569	1227	3
84	678	3
931	1664	3
905	917	3
905	1147	3
905	915	3
931	1111	3
1584	945	3
1584	946	3
411	318	3
1584	949	3
931	1109	3
463	29	3
97	289	3
97	1074	3
97	94	3
1010	562	3
411	797	3
150	979	3
97	86	3
97	92	3
411	138	3
411	135	3
97	91	3
1082	1069	3
1010	86	3
931	1272	3
1010	92	3
1010	91	3
905	1679	3
569	1165	3
1030	1506	3
1010	94	3
1584	654	3
790	583	3
1082	702	3
150	815	3
403	213	3
1010	1226	3
931	318	3
931	319	3
905	922	3
569	502	3
367	1235	3
569	498	3
905	1649	3
931	953	3
84	1174	3
411	294	3
411	291	3
411	292	3
411	290	3
905	1501	3
411	289	3
84	627	3
931	1239	3
1010	231	3
463	358	3
84	1110	3
367	1676	3
411	1174	3
97	1050	3
242	276	3
411	1176	3
84	1677	3
242	370	3
411	644	3
569	1411	3
367	872	3
403	445	3
97	1230	3
905	601	3
272	443	3
150	845	3
150	844	3
905	596	3
150	840	3
367	958	3
150	25	3
569	539	3
569	417	3
931	741	3
569	415	3
569	420	3
569	419	3
931	737	3
931	734	3
569	423	3
569	1208	3
931	740	3
411	734	3
150	32	3
367	827	3
396	370	3
150	35	3
150	36	3
1584	583	3
367	1333	3
1584	577	3
367	825	3
905	992	3
367	587	3
97	294	3
905	678	3
886	650	3
886	314	3
411	1289	3
905	673	3
569	537	3
905	671	3
905	672	3
790	1276	3
411	1664	3
790	1428	3
790	1062	3
242	1646	3
790	724	3
790	1069	3
569	340	3
1120	85	3
931	784	3
931	783	3
97	489	3
367	845	3
931	785	3
905	191	3
411	863	3
242	905	3
1010	1235	3
97	654	3
97	1676	3
931	1186	3
403	1318	3
1584	1693	3
950	291	3
242	362	3
790	1074	3
242	358	3
242	1287	3
242	1111	3
150	279	3
1010	1598	3
150	276	3
367	370	3
367	434	3
790	917	3
367	325	3
790	915	3
790	914	3
84	319	3
367	843	3
84	949	3
367	1115	3
367	1116	3
84	318	3
367	1113	3
150	180	3
150	337	3
367	329	3
790	1029	3
931	840	3
1120	801	3
905	1419	3
931	845	3
931	844	3
150	1648	3
1120	806	3
569	616	3
1010	1046	3
242	1550	3
97	1244	3
242	175	3
931	1597	3
411	516	3
84	1644	3
1010	1428	3
242	170	3
84	36	3
411	340	3
569	613	3
150	84	3
150	734	3
367	244	3
150	77	3
367	250	3
619	314	3
150	80	3
150	740	3
396	1454	3
411	844	3
931	32	3
367	1165	3
569	601	3
931	35	3
931	36	3
569	219	3
569	225	3
905	13	3
931	530	3
931	182	3
931	183	3
931	949	3
931	948	3
367	191	3
931	179	3
931	945	3
367	194	3
931	946	3
97	488	3
931	184	3
84	844	3
84	845	3
569	1316	3
84	272	3
97	205	3
569	803	3
242	857	3
84	276	3
84	275	3
569	1498	3
84	279	3
97	1080	3
569	809	3
569	810	3
931	209	3
905	1302	3
411	753	3
242	244	3
97	439	3
150	1702	3
1010	1674	3
367	1032	3
463	744	3
931	1223	3
931	992	3
150	292	3
84	439	3
905	71	3
905	73	3
905	67	3
1584	113	3
905	69	3
84	340	3
367	910	3
569	859	3
1584	120	3
411	874	3
1584	292	3
84	816	3
905	930	3
1010	843	3
411	868	3
411	869	3
1010	840	3
1010	845	3
242	1479	3
242	816	3
97	447	3
97	1276	3
411	423	3
97	1342	3
97	1338	3
97	1340	3
905	806	3
790	159	3
905	808	3
790	162	3
463	816	3
367	776	3
790	165	3
790	166	3
291	314	3
23	97	3
905	810	3
905	809	3
84	269	3
931	547	3
905	987	3
931	1538	3
905	985	3
367	758	3
367	756	3
411	452	3
411	471	3
367	753	3
619	797	3
84	419	3
1584	922	3
242	1270	3
1584	920	3
84	415	3
931	25	3
1010	529	3
1010	530	3
396	878	3
242	1230	3
1010	525	3
1010	526	3
84	423	3
97	256	3
97	1372	3
1032	337	3
411	956	3
931	1201	3
242	902	3
790	525	3
1584	383	3
1584	387	3
1584	386	3
411	958	3
97	1431	3
97	183	3
97	182	3
905	1318	3
569	862	3
790	681	3
790	95	3
790	686	3
790	684	3
790	685	3
84	1087	3
931	1259	3
150	1405	3
84	748	3
1584	956	3
150	138	3
150	1289	3
150	775	3
1584	953	3
1584	952	3
272	119	3
905	1677	3
905	1368	3
242	344	3
790	1372	3
931	1113	3
905	1316	3
931	1316	3
931	1115	3
150	974	3
411	110	3
569	1045	3
411	790	3
569	1046	3
790	430	3
790	431	3
150	968	3
97	318	3
150	970	3
569	520	3
1010	95	3
619	884	3
1010	97	3
97	845	3
97	843	3
97	840	3
905	908	3
569	959	3
790	589	3
790	587	3
403	222	3
905	1009	3
84	120	3
150	809	3
931	373	3
931	372	3
569	1263	3
931	376	3
1030	1076	3
569	492	3
569	493	3
569	488	3
569	489	3
931	1498	3
905	827	3
905	825	3
569	494	3
790	982	3
150	1550	3
411	231	3
84	1273	3
1010	238	3
84	619	3
411	232	3
1584	773	3
931	1390	3
931	1074	3
97	946	3
84	613	3
84	614	3
931	649	3
569	1186	3
1010	1316	3
411	649	3
569	1190	3
619	1550	3
1030	1590	3
931	654	3
367	956	3
463	701	3
411	891	3
569	1244	3
1032	815	3
150	857	3
367	765	3
150	853	3
905	620	3
905	627	3
367	766	3
367	1390	3
931	232	3
362	1069	3
931	231	3
150	985	3
411	464	3
411	162	3
411	888	3
931	731	3
931	730	3
1010	1355	3
931	726	3
569	430	3
569	431	3
411	154	3
569	1318	3
97	1669	3
790	902	3
411	158	3
411	1276	3
1010	1244	3
1584	640	3
97	1144	3
1584	644	3
790	908	3
97	313	3
367	1342	3
97	886	3
905	1506	3
790	906	3
396	344	3
396	347	3
97	383	3
97	888	3
411	1390	3
84	412	3
411	886	3
84	175	3
367	1338	3
97	387	3
84	176	3
569	337	3
97	1138	3
97	386	3
790	1061	3
1010	514	3
931	773	3
931	770	3
367	525	3
931	775	3
790	816	3
150	514	3
931	776	3
931	777	3
411	1498	3
905	1236	3
150	520	3
1584	668	3
1584	667	3
1030	370	3
97	1235	3
905	1431	3
403	854	3
463	992	3
1584	670	3
242	337	3
411	298	3
1010	741	3
97	315	3
367	1289	3
463	908	3
367	741	3
905	1095	3
931	1668	3
367	740	3
150	244	3
367	431	3
367	430	3
367	737	3
790	924	3
367	1110	3
367	1111	3
367	136	3
150	650	3
931	857	3
367	137	3
150	654	3
931	853	3
790	928	3
367	1109	3
931	849	3
1010	1403	3
905	1111	3
905	1423	3
790	1032	3
905	1668	3
242	948	3
790	1030	3
905	1428	3
950	569	3
1584	1664	3
84	447	3
1584	408	3
150	1061	3
931	1396	3
1584	411	3
367	775	3
403	655	3
950	110	3
84	47	3
367	36	3
367	35	3
367	32	3
150	1186	3
242	35	3
84	654	3
242	289	3
905	276	3
411	1423	3
905	272	3
905	1052	3
242	627	3
569	213	3
242	784	3
619	110	3
242	1276	3
905	279	3
931	204	3
905	1050	3
367	25	3
411	73	3
931	211	3
931	930	3
569	1310	3
569	1308	3
905	1611	3
790	1223	3
569	762	3
569	968	3
84	266	3
569	766	3
569	765	3
242	1368	3
1584	509	3
84	547	3
367	1028	3
367	1029	3
242	737	3
950	150	3
411	1223	3
367	1026	3
242	741	3
242	279	3
367	1190	3
1584	1174	3
569	1648	3
569	1647	3
1584	797	3
790	1219	3
84	1289	3
242	561	3
242	1332	3
905	60	3
97	1250	3
905	62	3
905	61	3
1120	166	3
905	63	3
150	1677	3
1584	112	3
1010	996	3
97	1226	3
569	1612	3
367	1262	3
411	845	3
905	1062	3
790	13	3
411	840	3
569	866	3
569	865	3
931	1226	3
569	863	3
84	758	3
367	1624	3
242	817	3
905	482	3
242	815	3
905	484	3
242	813	3
905	479	3
1032	650	3
411	1093	3
97	1333	3
569	967	3
396	1539	3
905	813	3
367	1207	3
905	817	3
905	815	3
905	816	3
905	1093	3
790	297	3
1010	1368	3
790	298	3
411	467	3
931	571	3
931	569	3
569	1087	3
362	27	3
84	1272	3
905	467	3
242	1677	3
463	498	3
905	465	3
905	464	3
905	463	3
905	462	3
931	574	3
569	988	3
150	526	3
84	408	3
1010	654	3
569	985	3
1584	917	3
569	987	3
84	1250	3
931	19	3
931	1693	3
97	250	3
1010	518	3
1010	649	3
1010	516	3
150	1674	3
950	1030	3
1584	391	3
411	945	3
905	759	3
950	1032	3
790	1666	3
411	949	3
411	948	3
931	1120	3
905	1681	3
905	94	3
1010	1230	3
569	844	3
790	112	3
403	100	3
905	1557	3
97	191	3
367	1310	3
1010	1074	3
97	194	3
790	108	3
1032	110	3
790	109	3
790	110	3
790	574	3
931	1355	3
905	1655	3
150	1109	3
150	1411	3
905	1069	3
97	1003	3
150	1111	3
150	1110	3
790	571	3
569	1196	3
905	1654	3
411	1061	3
411	815	3
569	1062	3
97	1032	3
242	951	3
1010	439	3
150	992	3
97	325	3
411	119	3
411	113	3
790	156	3
569	1052	3
242	1165	3
790	436	3
569	589	3
790	434	3
790	154	3
790	439	3
569	1391	3
84	857	3
97	902	3
411	817	3
97	908	3
97	906	3
291	1076	3
150	797	3
97	910	3
150	1302	3
411	5	3
931	370	3
790	631	3
97	311	3
569	1080	3
790	634	3
790	637	3
569	1069	3
931	367	3
1030	1069	3
931	369	3
569	514	3
411	1679	3
1030	1539	3
790	844	3
905	838	3
569	516	3
569	518	3
905	1176	3
905	835	3
905	837	3
569	1390	3
905	1174	3
1584	13	3
1010	219	3
1584	1501	3
1010	224	3
463	759	3
1010	225	3
411	242	3
569	1050	3
1010	287	3
411	1411	3
84	644	3
84	472	3
1010	1308	3
84	250	3
1010	1310	3
411	660	3
97	759	3
931	660	3
931	661	3
97	756	3
97	279	3
411	661	3
97	753	3
1584	1676	3
403	815	3
905	619	3
150	417	3
84	1109	3
569	1654	3
367	1276	3
905	613	3
905	614	3
905	616	3
150	863	3
150	1046	3
367	1669	3
569	404	3
931	238	3
1584	122	3
97	1061	3
931	242	3
569	398	3
84	183	3
905	910	3
411	148	3
367	1598	3
1010	109	3
411	146	3
150	510	3
931	724	3
1010	108	3
150	1332	3
569	813	3
569	1230	3
367	1326	3
1010	146	3
1584	631	3
367	1368	3
1010	1236	3
1010	1237	3
411	1310	3
790	1419	3
242	1180	3
150	1226	3
150	1331	3
242	1431	3
242	859	3
367	966	3
367	574	3
905	790	3
150	922	3
242	1227	3
790	1429	3
569	328	3
790	408	3
396	1550	3
619	1557	3
569	325	3
84	136	3
367	536	3
84	138	3
84	137	3
367	532	3
150	5	3
367	538	3
1010	1669	3
790	949	3
790	948	3
790	1259	3
905	1396	3
950	242	3
1584	671	3
1584	672	3
84	616	3
905	1392	3
150	250	3
242	996	3
242	958	3
1032	1076	3
790	632	3
1010	1208	3
291	1557	3
242	339	3
411	1647	3
905	1255	3
905	1259	3
905	219	3
1010	1681	3
367	415	3
367	417	3
367	744	3
367	419	3
367	420	3
886	1550	3
790	705	3
150	344	3
1010	914	3
150	347	3
150	348	3
367	376	3
150	350	3
150	353	3
905	1669	3
931	897	3
790	530	3
150	838	3
931	1679	3
790	1331	3
411	1668	3
367	810	3
242	985	3
1010	917	3
886	1560	3
619	650	3
950	95	3
411	1244	3
1030	1591	3
411	946	3
905	176	3
403	650	3
291	1539	3
242	419	3
931	13	3
411	1681	3
242	620	3
97	574	3
367	974	3
367	762	3
97	137	3
367	211	3
905	262	3
84	337	3
931	201	3
905	1237	3
367	205	3
905	269	3
367	209	3
84	1654	3
931	196	3
619	279	3
463	1201	3
367	30	3
790	785	3
367	886	3
790	784	3
790	783	3
150	702	3
367	29	3
569	1342	3
367	404	3
150	699	3
150	1263	3
1584	94	3
569	753	3
569	756	3
931	1347	3
1032	1590	3
1032	1591	3
931	1372	3
905	417	3
411	1501	3
242	744	3
242	262	3
569	946	3
790	452	3
790	1332	3
367	130	3
242	269	3
150	660	3
790	1403	3
367	122	3
367	123	3
1032	1561	3
367	891	3
367	840	3
905	55	3
84	979	3
931	5	3
905	51	3
367	888	3
367	884	3
905	50	3
367	1138	3
905	48	3
569	123	3
569	122	3
367	1616	3
569	127	3
84	1061	3
84	325	3
367	1052	3
84	328	3
367	1049	3
367	1048	3
1584	272	3
1010	862	3
411	849	3
1010	863	3
569	874	3
1010	859	3
84	766	3
84	661	3
